DateTime,Entries,UniqueIPs
1538282668,724,724
1538284580,715,715
1538286505,710,710
1538288433,697,697
1538290346,683,683
1538292265,687,687
1538294191,687,687
1538296097,686,686
1538298054,688,688
1538299940,688,688
1538301864,692,692
1538303803,694,694
1538305802,688,688
1538307623,690,690
1538309793,677,677
1538311698,666,666
1538313619,667,667
1538315551,912,912
1538317469,912,912
1538319389,903,903
1538321296,898,898
1538323257,894,894
1538325160,901,901
1538327065,891,891
1538328989,878,878
1538330911,1007,1007
1538332824,1009,1009
1538334738,1022,1022
1538336662,1065,1065
1538338608,1059,1059
1538340507,1072,1072
1538342425,1076,1076
1538344342,1078,1078
1538346264,1087,1087
1538348192,1085,1085
1538350104,1083,1083
1538352102,1074,1074
1538353946,1068,1068
1538355893,1065,1065
1538357779,1061,1061
1538359710,1074,1074
1538361698,1072,1072
1538363553,1073,1073
1538365481,1077,1077
1538367557,1074,1074
1538369558,1076,1076
1538371946,1083,1083
1538373905,1083,1083
1538375794,1080,1080
1538377724,1083,1083
1538379615,1077,1077
1538381559,1076,1076
1538383458,1072,1072
1538385409,1065,1065
1538387296,1058,1058
1538389237,1057,1057
1538391163,1055,1055
1538393182,1054,1054
1538395309,1062,1062
1538397155,1059,1059
1538399119,1065,1065
1538401009,1063,1063
1538402905,893,893
1538404838,895,895
1538406770,895,895
1538408671,893,893
1538410601,887,887
1538412509,881,881
1538414422,868,868
1538416358,868,868
1538418265,860,860
1538420187,845,845
1538422112,794,794
1538424117,797,797
1538425951,803,803
1538427887,797,797
1538430032,758,758
1538431951,745,745
1538433864,741,741
1538435808,751,751
1538437706,752,752
1538439625,749,749
1538441553,744,744
1538443475,739,739
1538445389,740,740
1538447782,728,728
1538449745,732,732
1538451644,726,726
1538453564,728,728
1538455706,731,731
1538457651,736,736
1538459543,735,735
1538461480,733,733
1538463379,918,918
1538465303,1124,1124
1538467308,1179,1179
1538469407,1189,1189
1538471337,1190,1190
1538473223,1163,1163
1538475174,1038,1038
1538477089,1038,1038
1538478983,1043,1043
1538480935,1042,1042
1538483087,1042,1042
1538484997,1041,1041
1538486895,1040,1040
1538488904,1036,1036
1538490750,1040,1040
1538492728,1034,1034
1538494601,1035,1035
1538496556,1030,1030
1538498440,1031,1031
1538500375,1026,1026
1538502283,1023,1023
1538504193,1023,1023
1538506127,998,998
1538508038,1048,1048
1538509949,1053,1053
1538511862,1052,1052
1538514085,1066,1066
1538515949,1096,1096
1538517878,1116,1116
1538519778,1154,1154
1538521730,1175,1175
1538523645,1198,1198
1538525565,1227,1227
1538527460,1257,1257
1538529393,1275,1275
1538531315,1289,1289
1538533236,1303,1303
1538535154,1320,1320
1538537076,1337,1337
1538538989,1351,1351
1538540901,1369,1369
1538543126,1385,1385
1538545016,1397,1397
1538547193,1410,1410
1538549084,1406,1406
1538550998,1370,1370
1538552921,1315,1315
1538554833,1263,1263
1538556763,1210,1210
1538558688,1174,1174
1538560602,1125,1125
1538562506,1078,1078
1538564491,1043,1043
1538566396,1058,1058
1538568347,1058,1058
1538570442,1070,1070
1538572343,1076,1076
1538574293,1080,1080
1538576186,1079,1079
1538578105,1081,1081
1538580036,1082,1082
1538581961,1083,1083
1538583875,1099,1099
1538585806,1107,1107
1538587707,1114,1114
1538589692,1036,1036
1538591556,1034,1034
1538593533,1038,1038
1538595380,989,989
1538597314,998,998
1538599478,1013,1013
1538601409,996,996
1538603308,999,999
1538605227,978,978
1538607150,957,957
1538609079,935,935
1538610988,922,922
1538612907,899,899
1538615073,889,889
1538616986,874,874
1538618914,862,862
1538620831,855,855
1538622746,841,841
1538624688,824,824
1538626596,810,810
1538628507,800,800
1538630415,793,793
1538632330,795,795
1538634270,771,771
1538636204,749,749
1538638117,732,732
1538640086,730,730
1538641962,739,739
1538643866,746,746
1538645802,747,747
1538647726,759,759
1538649646,750,750
1538651585,766,766
1538653479,785,785
1538655671,805,805
1538657549,799,799
1538659480,800,800
1538661417,795,795
1538663295,789,789
1538665298,790,790
1538667165,791,791
1538669092,785,785
1538671023,768,768
1538672933,767,767
1538674839,763,763
1538676744,762,762
1538678694,765,765
1538680594,760,760
1538682528,751,751
1538684446,742,742
1538686347,712,712
1538688277,694,694
1538690197,681,681
1538692120,687,687
1538694102,688,688
1538695952,682,682
1538697930,669,669
1538699777,671,671
1538701723,681,681
1538703875,692,692
1538705814,700,700
1538707734,717,717
1538709635,724,724
1538711554,720,720
1538713512,714,714
1538715390,701,701
1538717322,695,695
1538719286,691,691
1538721155,694,694
1538723116,707,707
1538724973,711,711
1538726931,712,712
1538728820,733,733
1538731001,741,741
1538732907,727,727
1538734838,727,727
1538736757,735,735
1538738670,718,718
1538740593,704,704
1538742526,712,712
1538744503,721,721
1538746356,736,736
1538748320,748,748
1538750429,752,752
1538752351,744,744
1538754295,740,740
1538756197,737,737
1538758349,734,734
1538760288,749,749
1538762202,756,756
1538764234,747,747
1538766095,755,755
1538767978,768,768
1538769886,781,781
1538771807,789,789
1538773708,803,803
1538775649,818,818
1538777569,813,813
1538779467,820,820
1538781398,825,825
1538783334,844,844
1538785240,851,851
1538787173,849,849
1538789138,855,855
1538791028,850,850
1538792942,843,843
1538794896,835,835
1538796763,842,842
1538798675,848,848
1538800614,851,851
1538802537,853,853
1538804575,860,860
1538806859,862,862
1538808770,846,846
1538810671,846,846
1538812608,852,852
1538814508,838,838
1538816502,827,827
1538818345,820,820
1538820294,818,818
1538822220,819,819
1538824111,798,798
1538826025,776,776
1538827961,755,755
1538829882,728,728
1538831789,729,729
1538833965,721,721
1538835879,719,719
1538837797,716,716
1538839700,718,718
1538841687,721,721
1538843561,729,729
1538845515,720,720
1538847381,711,711
1538849348,710,710
1538851226,712,712
1538853148,702,702
1538855068,681,681
1538857000,676,676
1538858901,665,665
1538860840,651,651
1538862747,650,650
1538864688,647,647
1538866591,633,633
1538868506,625,625
1538870519,602,602
1538872361,603,603
1538874732,597,597
1538876688,584,584
1538878603,574,574
1538880517,576,576
1538882448,573,573
1538884341,572,572
1538886278,570,570
1538888216,562,562
1538890098,556,556
1538892180,557,557
1538894431,564,564
1538896357,559,559
1538898266,553,553
1538900196,565,565
1538902134,574,574
1538904030,576,576
1538905944,580,580
1538907867,572,572
1538909781,574,574
1538911722,589,589
1538913697,593,593
1538915558,596,596
1538917512,599,599
1538919387,588,588
1538921304,580,580
1538923222,583,583
1538925136,583,583
1538927060,571,571
1538928989,566,566
1538930899,566,566
1538932827,568,568
1538935499,569,569
1538937392,564,564
1538939316,566,566
1538941219,567,567
1538943140,562,562
1538945075,558,558
1538946996,564,564
1538948900,567,567
1538950826,569,569
1538952742,574,574
1538954659,572,572
1538956577,570,570
1538958500,567,567
1538960481,566,566
1538962362,564,564
1538964279,577,577
1538966175,584,584
1538968124,574,574
1538970035,578,578
1538971955,584,584
1538973864,575,575
1538975809,592,592
1538977725,606,606
1538979887,593,593
1538981776,586,586
1538983715,583,583
1538985689,572,572
1538987539,558,558
1538989458,558,558
1538991633,554,554
1538993548,561,561
1538995481,559,559
1538997403,551,551
1538999301,549,549
1539001233,550,550
1539003146,552,552
1539005084,543,543
1539007021,553,553
1539009148,556,556
1539011135,563,563
1539012985,570,570
1539014961,575,575
1539016821,593,593
1539018741,604,604
1539020681,604,604
1539022604,593,593
1539024521,593,593
1539026701,607,607
1539028590,615,615
1539030514,612,612
1539032890,619,619
1539034842,601,601
1539036767,601,601
1539038680,608,608
1539040616,607,607
1539042509,617,617
1539044443,629,629
1539046371,658,658
1539048308,670,670
1539050203,671,671
1539052099,672,672
1539054099,689,689
1539055963,694,694
1539057894,715,715
1539059812,739,739
1539061730,726,726
1539063625,715,715
1539065844,720,720
1539067721,725,725
1539069632,723,723
1539071807,730,730
1539073762,731,731
1539075867,731,731
1539078031,735,735
1539079957,730,730
1539081890,731,731
1539083795,724,724
1539085727,722,722
1539087634,726,726
1539089551,722,722
1539091598,740,740
1539093701,744,744
1539095554,748,748
1539097539,748,748
1539099635,750,750
1539101554,747,747
1539103488,736,736
1539105392,725,725
1539107327,724,724
1539109243,726,726
1539111149,722,722
1539113102,708,708
1539115002,706,706
1539116916,706,706
1539118890,700,700
1539120745,716,716
1539122681,727,727
1539124593,715,715
1539126541,712,712
1539128454,701,701
1539130367,695,695
1539132270,682,682
1539134187,659,659
1539136140,666,666
1539138028,662,662
1539139982,657,657
1539141869,648,648
1539143782,628,628
1539145721,612,612
1539147692,622,622
1539149568,620,620
1539151477,640,640
1539153409,650,650
1539155335,772,772
1539157251,766,766
1539159171,770,770
1539161068,767,767
1539163018,777,777
1539164909,775,775
1539166851,773,773
1539168763,784,784
1539170670,784,784
1539172589,785,785
1539174530,778,778
1539176484,765,765
1539178373,761,761
1539180516,747,747
1539182447,739,739
1539184791,736,736
1539186734,732,732
1539188689,729,729
1539190583,727,727
1539192507,735,735
1539194492,743,743
1539196378,752,752
1539198269,760,760
1539200199,762,762
1539202127,763,763
1539204021,759,759
1539205969,763,763
1539207868,766,766
1539209786,768,768
1539211721,792,792
1539213633,807,807
1539215565,815,815
1539217480,824,824
1539219682,857,857
1539221589,878,878
1539223484,874,874
1539225408,902,902
1539227304,909,909
1539229244,919,919
1539231149,923,923
1539233061,908,908
1539235010,918,918
1539237037,921,921
1539238837,910,910
1539240766,910,910
1539242684,914,914
1539244583,921,921
1539246521,937,937
1539248486,939,939
1539250367,946,946
1539252271,949,949
