DateTime,AddedIPs,RemovedIPs
1538579667,46,86
1538581341,81,194
1538582188,172,3
1538584111,212,96
1538584959,21,125
1538585789,22,4
1538586873,21,138
1538587711,27,2
1538589379,81,96
1538591330,105,90
1538592795,54,132
1538594911,89,82
1538596336,39,140
1538597730,97,127
1538599232,52,181
1538600729,53,41
1538602222,63,27
1538602947,25,2
1538603797,31,0
1538604928,22,59
1538606439,50,66
1538607395,38,5
1538608476,45,53
1538610033,87,47
1538611829,86,48
1538613046,82,46
1538614583,111,22
1538615742,37,34
1538616510,32,1
1538617344,28,51
1538619271,90,51
1538620533,37,70
1538622871,50,42
1538624132,29,32
1538625385,34,12
1538626463,39,37
1538628156,52,85
1538629526,47,32
1538630063,20,0
1538630918,22,2
1538632793,49,142
1538634522,48,14
1538636734,53,185
1538638238,43,120
1538640095,107,118
1538641231,37,5
1538642552,51,79
1538643927,36,44
1538645576,38,60
1538646140,22,1
1538647558,48,78
1538648721,29,5
1538649935,24,66
1538651133,66,80
1538651661,39,6
1538655271,153,368
1538656114,43,4
1538657430,72,151
1538658635,32,72
1538659712,82,5
1538660550,49,119
1538662159,45,55
1538663750,100,61
1538664980,83,4
1538666059,43,55
1538667321,47,121
1538669434,101,104
1538670625,75,64
1538671352,36,13
1538672179,34,2
1538673270,44,58
1538674836,42,84
1538675786,22,16
1538676871,25,96
1538677723,31,1
1538679925,78,158
1538681120,28,2
1538682150,20,67
1538682987,60,1
1538684126,45,47
1538684918,29,3
1538686580,77,46
1538688507,110,57
1538689966,51,63
1538691334,45,39
1538692114,24,2
1538693781,54,59
1538694941,43,36
1538697395,92,79
1538699322,112,57
1538700533,83,106
1538701832,64,34
1538703042,50,54
1538704525,74,31
1538705726,89,133
1538707347,56,65
1538708597,41,40
1538710120,47,7
1538711594,60,63
1538713721,60,51
1538715389,73,66
1538716476,47,48
1538717334,39,5
1538718971,97,105
1538720133,56,44
1538721309,67,68
1538722528,82,30
1538723677,61,44
1538724931,102,52
1538726125,82,26
1538727338,112,60
1538728535,30,85
1538730308,67,103
1538731507,68,0
1538733400,71,78
1538734538,50,50
1538735726,47,59
1538736876,33,23
1538738919,96,51
1538739740,40,83
1538741439,66,67
1538742838,62,72
1538744645,96,699
1538745268,28,1
1538746106,74,3
1538747782,133,132
1538748862,66,212
1538750547,139,111
1538751928,100,218
1538752649,28,2
1538754982,158,202
1538756430,68,38
1538757634,41,41
1538757754,5,30
1538759669,74,63
1538760777,53,84
1538762041,69,2
1538763272,58,69
1538764134,37,8
1538764949,70,73
1538766334,197,106
1538768553,140,127
1538769873,60,59
1538771423,66,100
1538772639,47,29
1538774062,80,63
1538774917,26,8
1538776226,42,81
1538777679,35,57
1538778524,17,3
1538780129,63,118
1538782125,89,74
1538782946,41,142
1538783794,38,10
1538784871,49,186
1538786439,112,70
1538787937,67,85
1538789729,115,77
1538792075,57,90
1538793639,96,68
1538794607,50,13
1538796527,83,68
1538799267,122,173
1538800852,42,75
1538801798,50,31
1538802933,48,60
1538803725,29,3
1538805383,52,70
1538806540,55,82
1538807732,49,62
1538809081,41,34
1538810433,74,59
1538811640,44,86
1538813679,76,84
1538814520,22,3
1538815822,41,72
1538817275,89,73
1538818917,50,108
1538820864,57,52
1538822558,71,164
1538823396,38,2
1538824462,36,60
1538826158,61,128
1538827799,145,79
1538828930,154,2
1538830588,95,116
1538831729,108,127
1538832924,74,114
1538834191,56,66
1538835339,74,94
1538836627,69,70
1538838183,63,90
1538839833,84,113
1538842830,125,123
1538843963,54,96
1538846062,83,79
1538846903,36,6
1538847751,60,81
1538848919,69,45
1538849667,28,5
1538850524,48,6
1538851823,46,68
1538853262,64,75
1538854829,49,68
1538856640,73,102
1538856872,6,1
1538858543,67,122
1538859931,48,51
1538861426,49,58
1538862157,38,33
1538863406,59,39
1538865637,103,59
1538867675,81,76
1538868512,44,1
1538870140,78,99
1538871274,42,93
1538872530,86,96
1538874335,145,103
1538876437,89,113
1538877397,35,24
1538878541,55,51
1538880039,43,71
1538882074,47,87
1538882916,26,3
1538884596,64,102
1538886530,63,55
1538888184,72,123
1538889282,47,85
1538890842,44,104
1538892646,84,134
1538892874,12,0
1538894127,57,112
1538895392,56,51
1538896461,41,112
1538897729,103,124
1538898982,53,23
1538900064,47,54
1538901498,67,105
1538902581,55,25
1538903724,63,62
1538905247,109,82
1538905344,6,24
1538906584,51,52
1538907922,69,2
1538908960,36,117
1538910862,68,54
1538911713,35,1
1538912556,20,106
1538914239,54,79
1538916149,109,117
1538917529,54,147
1538919034,73,113
1538919752,20,5
1538921203,44,175
1538922522,62,6
1538924529,88,223
1538925636,43,4
1538926131,27,1
1538927782,63,120
1538928874,57,55
1538930433,84,98
1538932462,87,107
1538936073,176,199
1538937754,65,168
1538939132,36,116
1538939669,12,7
1538940512,35,1
1538941357,60,125
1538942691,35,59
1538943273,6,2
1538944827,53,95
1538946339,53,53
1538947530,39,10
1538948556,52,56
1538950233,84,48
1538951732,83,70
1538952938,67,27
1538954924,470,68
1538956240,311,151
1538957671,205,51
1538958515,32,4
1538959825,67,147
1538961043,69,32
1538962834,296,61
1538964878,225,105
1538966156,54,78
1538967606,36,97
1538968471,38,9
1538970061,60,74
1538971839,66,71
1538973636,121,88
1538975131,55,71
1538975680,19,2
1538976817,60,81
1538978184,62,4
1538980121,65,76
1538981439,43,109
1538982642,63,57
1538983721,45,7
1538984553,40,90
1538985839,51,75
1538986468,17,1
1538987731,52,92
1538989373,74,63
1538990072,45,2
1538991754,67,81
1538992594,35,5
1538993662,60,64
1538994788,48,71
1538995344,33,22
1538996182,59,4
1538998119,82,68
1539000378,83,248
1539000874,21,0
1539001985,55,596
1539002541,21,192
1539003930,89,150
1539005115,53,3
1539006143,36,136
1539007832,70,74
1539009034,67,108
1539010529,54,4
1539011738,48,100
1539013229,70,90
1539015036,66,112
1539016117,47,1
1539016952,40,78
1539018869,78,152
1539020214,73,121
1539021341,42,30
1539022534,46,77
1539023729,49,84
1539025163,57,96
1539026060,30,9
1539027329,67,67
1539028532,41,4
1539029734,44,70
1539031347,86,108
1539032185,43,7
1539034123,104,67
1539035473,111,69
1539036862,58,55
1539037716,28,2
1539039934,60,188
1539040470,17,2
1539041320,19,2
1539042151,14,123
1539044070,45,101
1539045746,47,103
1539047137,49,43
1539047662,25,0
1539049351,42,91
1539051271,68,42
1539052958,50,54
1539054337,40,58
1539055852,42,63
1539057333,66,26
1539058549,30,56
1539060057,55,56
1539061530,53,68
1539063071,56,63
1539065338,88,94
1539066513,39,3
1539068175,61,163
1539069343,53,64
1539070951,81,115
1539071791,56,5
1539072873,45,66
1539073709,44,4
1539076474,141,232
1539078153,56,117
1539079537,41,60
1539081750,69,104
1539082916,53,47
1539083662,43,0
1539084930,61,103
1539086140,69,2
1539088121,113,72
1539089820,76,115
1539090870,67,53
1539092443,76,74
1539094233,73,71
1539094460,9,1
1539095728,52,79
1539096994,64,37
1539098137,61,51
1539098929,45,1
1539101032,204,199
1539102522,98,4
1539104188,68,134
1539105333,32,85
