DateTime,AddedIPs,RemovedIPs
1538279768,8,0
1538281790,7,3
1538283632,2,2
1538285540,5,5
1538287475,3,4
1538289369,3,2
1538291329,3,2
1538293244,9,4
1538295146,2,5
1538297072,7,6
1538298986,7,9
1538300914,8,3
1538302817,3,5
1538304738,4,0
1538306657,2,5
1538308883,4,6
1538310746,4,3
1538312697,3,4
1538314577,4,1
1538316501,258,6
1538318425,4,3
1538320344,2,5
1538322263,2,6
1538324191,4,6
1538326105,4,10
1538328021,3,6
1538329937,135,8
1538331865,1,7
1538333790,6,3
1538335697,2,5
1538338604,9,7
1538340500,10,3
1538342418,6,2
1538344337,2,6
1538346260,12,5
1538348188,2,7
1538350100,7,5
1538352066,2,6
1538353942,7,9
1538355884,3,4
1538357775,3,4
1538359700,7,3
1538361682,8,5
1538363549,7,6
1538365477,10,7
1538367553,6,7
1538369548,5,3
1538371942,7,6
1538373878,9,4
1538375789,6,5
1538377720,5,0
1538379610,3,8
1538381555,1,2
1538383453,5,7
1538385401,4,6
1538387292,3,6
1538389231,6,6
1538391157,2,5
1538393178,2,1
1538395291,11,3
1538397144,4,6
1538399101,5,4
1538401005,2,2
1538402901,6,180
1538404834,4,2
1538406765,4,2
1538408667,4,3
1538410595,6,4
1538412505,2,3
1538414418,3,21
1538416344,7,5
1538418261,2,4
1538420183,3,5
1538422106,5,3
1538424090,12,8
1538425947,7,6
1538427875,5,5
1538430025,3,31
1538431947,3,3
1538433860,3,9
1538435803,8,1
1538437702,7,6
1538439617,3,3
1538441539,4,6
1538443471,2,3
1538445385,2,1
1538447771,5,11
1538449723,7,5
1538451636,8,9
1538453556,5,7
1538455699,5,4
1538457636,5,4
1538459536,6,2
1538461473,6,6
1538463372,188,2
1538465291,209,2
1538467271,63,2
1538469400,11,3
1538471329,3,3
1538473217,10,31
1538475157,11,136
1538477081,9,6
1538478977,8,1
1538480928,1,5
1538483080,9,8
1538484990,5,6
1538486889,2,4
1538488856,5,7
1538490744,6,4
1538492676,8,9
1538494595,7,3
1538496549,3,3
1538498433,1,2
1538500359,2,3
1538502274,7,3
1538504187,3,7
1538506104,4,31
1538508023,6,4
1538509943,5,3
1538511850,6,7
1538514991,39,2
1538516909,8,2
1538518841,7,2
1538520739,4,4
1538522674,4,5
1538524603,6,4
1538526495,6,1
1538528477,1,4
1538530348,3,3
1538532290,2,0
1538534427,5,5
1538536333,6,4
1538538251,7,6
1538540201,6,4
1538542254,4,3
1538544264,2,3
1538546202,0,4
1538548121,4,7
1538550993,8,98
1538552916,4,67
1538554828,2,55
1538556757,3,52
1538558674,7,58
1538560597,3,59
1538562497,2,59
1538564467,3,41
1538566368,6,3
1538568338,3,3
1538570437,11,4
1538572337,5,1
1538574277,8,3
1538576180,6,9
1538578100,7,4
1538580028,4,6
1538581956,4,3
1538583869,7,2
1538585801,4,3
1538587693,6,2
1538589670,6,86
1538591547,2,3
1538593492,5,7
1538595367,6,6
1538597310,3,4
1538599472,8,7
1538601404,6,37
1538603303,7,9
1538605219,6,8
1538607137,3,3
1538609073,5,5
1538610983,1,6
1538612901,2,7
1538615066,1,1
1538616977,3,5
1538618909,1,3
1538620823,4,3
1538622742,1,5
1538624683,2,5
1538626591,1,5
1538628502,4,5
1538630410,2,4
1538632325,6,1
1538634265,0,5
1538636199,1,5
1538638112,4,7
1538640071,4,6
1538641957,7,2
1538643861,7,3
1538645797,6,7
1538647722,6,1
1538649638,3,5
1538651567,3,4
1538653474,3,6
1538655666,7,6
1538657545,1,5
1538659475,6,7
1538661409,4,6
1538663290,5,7
1538665249,5,5
1538667160,4,5
1538669082,0,5
1538670996,3,9
1538672928,7,2
1538674832,2,4
1538676739,3,7
1538678686,4,3
1538680589,7,7
1538682519,6,4
1538684438,4,6
1538686333,3,3
1538688270,0,8
1538690192,1,10
1538692114,3,2
1538694074,7,3
1538695947,3,4
1538697896,5,2
1538699771,3,1
1538701714,7,1
1538703869,8,3
1538705798,5,3
1538707725,5,2
1538709630,5,2
1538711548,3,2
1538713477,4,4
1538715384,4,4
1538717316,3,2
1538719274,5,3
1538721149,2,0
1538723102,3,2
1538724968,2,3
1538726923,3,4
1538728814,3,4
1538730994,6,9
1538732901,3,7
1538734833,5,4
1538736749,4,3
1538738663,12,4
1538740588,1,5
1538742519,11,6
1538744491,6,1
1538746351,8,6
1538748290,6,5
1538750423,2,5
1538752344,5,5
1538754290,6,3
1538756192,2,3
1538758344,4,7
1538760283,7,4
1538762187,2,4
1538764226,1,3
1538766070,6,6
1538767973,10,6
1538769875,5,4
1538771802,3,3
1538773703,7,1
1538775644,3,0
1538777563,3,5
1538779462,8,2
1538781392,6,6
1538783328,7,3
1538785234,4,5
1538787161,3,3
1538789117,5,10
1538791022,3,7
1538792932,1,5
1538794870,3,3
1538796756,6,6
1538798670,2,3
1538800609,2,5
1538802531,5,5
1538804569,5,5
1538806852,4,3
1538808763,3,3
1538810666,8,1
1538812601,6,4
1538814502,5,3
1538816457,10,5
1538818339,2,2
1538820270,4,4
1538822214,8,3
1538824104,4,9
1538826020,7,7
1538827955,4,8
1538829876,2,8
1538831783,6,4
1538833959,5,8
1538835872,1,2
1538837791,3,4
1538839695,1,5
1538841642,5,4
1538843555,4,2
1538845466,4,8
1538847375,5,5
1538849325,4,2
1538851218,5,3
1538853143,3,10
1538855063,3,6
1538856994,7,4
1538858895,5,3
1538860834,5,4
1538862741,3,2
1538864673,4,4
1538866584,3,13
1538868500,2,5
1538870431,3,4
1538872355,4,3
1538874725,4,3
1538876683,2,5
1538878597,2,3
1538880505,1,2
1538882441,3,6
1538884335,4,3
1538886271,1,1
1538888210,3,6
1538890092,2,2
1538892173,6,6
1538894423,4,2
1538896351,5,9
1538898260,5,6
1538900190,5,5
1538902128,0,8
1538904015,4,6
1538905938,3,3
1538907858,1,4
1538909774,4,6
1538911715,5,4
1538914594,2,7
1538916507,2,2
1538918430,5,5
1538920367,3,4
1538922265,0,2
1538924201,3,1
1538926100,2,1
1538928088,6,5
1538929947,4,4
1538931876,3,4
1538933689,2,5
1538935496,4,3
1538937390,5,9
1538939314,2,3
1538941217,4,2
1538943138,7,7
1538945072,2,6
1538946993,3,6
1538948898,4,7
1538950819,5,4
1538952740,1,2
1538954657,2,1
1538956575,3,4
1538958498,3,5
1538960475,3,4
1538962353,5,2
1538964277,2,1
1538966173,5,1
1538968121,5,3
1538970033,4,4
1538971953,4,2
1538973862,2,3
1538975806,7,2
1538977722,8,3
1538979876,5,5
1538981774,5,5
1538983712,5,4
1538985670,4,6
1538987536,5,1
1538989456,8,1
1538991622,2,4
1538993545,4,0
1538995478,4,2
1538997401,5,6
1538999298,7,1
1539001229,3,2
1539003144,12,1
1539005081,1,7
1539007018,9,1
1539009145,8,2
1539011121,3,2
1539012982,1,3
1539014950,5,5
1539016817,5,3
1539018738,6,2
1539020678,4,4
1539022602,1,7
1539024519,5,3
1539026698,6,5
1539028588,7,6
1539030511,5,5
1539032865,10,2
1539034836,1,3
1539036761,4,4
1539038674,6,4
1539040607,2,2
1539042498,7,3
1539044435,7,4
1539046364,5,1
1539048301,7,5
1539050197,0,2
1539052093,6,5
1539054080,4,2
1539055955,5,6
1539057887,7,4
1539059800,8,0
1539061724,3,7
1539063615,6,9
1539065830,9,5
1539067700,8,5
1539069627,3,4
1539071802,8,5
1539073724,8,4
1539075861,8,11
1539078023,3,2
1539079952,2,3
1539081883,1,4
1539083789,1,6
1539085711,3,7
1539087628,3,4
1539089543,3,12
1539091583,4,1
1539093681,3,13
1539095548,6,6
1539097520,3,3
1539099629,7,2
1539101547,2,4
1539103483,6,5
1539105387,3,6
1539107322,4,4
1539109234,6,2
1539111143,1,4
1539113095,2,4
1539114996,5,6
1539116910,5,4
1539118859,2,9
1539120740,5,3
1539122676,5,1
1539124588,5,6
1539126526,6,6
1539128441,2,6
1539130361,1,8
1539132264,5,5
1539134181,4,6
1539136125,7,3
1539138021,2,8
1539139966,8,3
1539141861,3,5
1539143777,3,7
1539145716,4,8
1539147659,5,4
1539149562,2,6
1539151471,13,3
1539153403,4,13
1539155328,2,3
1539157236,2,8
1539159166,4,2
1539161062,4,10
1539163013,9,4
1539164895,3,2
1539166844,4,2
1539168757,6,0
1539170664,8,2
1539172584,1,2
1539174524,3,4
1539176462,2,3
1539178367,5,3
1539180508,2,3
1539182441,3,8
1539184784,2,4
1539186729,2,5
1539188684,6,2
1539190574,4,4
1539192502,6,3
1539194468,3,3
1539196371,3,4
1539198264,5,1
1539200176,3,6
1539202121,6,6
1539204015,2,2
1539205961,3,4
1539207861,6,3
1539209780,3,6
1539211715,3,5
1539213623,6,4
1539215560,2,3
1539217474,1,3
1539219665,6,6
1539221580,6,6
1539223479,0,4
1539225394,4,7
1539227298,2,5
1539229239,2,3
1539231144,5,3
1539233056,0,6
1539235004,4,1
1539237030,5,8
1539238831,2,6
1539240760,3,5
1539242675,2,1
1539244578,1,3
1539246515,3,4
1539248441,2,6
1539250362,2,3
1539252263,5,6
